,equity,port_ret
2012-05-21,1.0,0.0
2012-05-22,0.9975529064929658,-0.002447093507034148
2012-05-23,0.9966633892901041,-0.00089169927436622
2012-05-24,1.0004166038914195,0.003765779541665182
2012-05-25,1.0006342557466144,0.0002175612183445974
2012-05-29,1.0018628431424348,0.0012278086511277597
2012-05-30,1.0037543913555882,0.0018880311073523615
2012-05-31,1.0032169671560354,-0.0005354140456881873
2012-06-01,0.9986458358180006,-0.004556473313039322
2012-06-04,0.9968927132724948,-0.0017554997804299366
2012-06-05,0.998042819554418,0.0011536911310622844
2012-06-06,1.002579888521286,0.0045459662431052705
2012-06-07,1.0040664150739096,0.00148270134843409
2012-06-08,1.0074758357555598,0.003395612710937357
2012-06-11,1.0044234112320145,-0.003029774427548426
2012-06-12,1.0064402480850276,0.002007954843007198
2012-06-13,1.008554800218953,0.0021010210372138793
2012-06-14,1.0147879145616336,0.006180243593434442
2012-06-15,1.0190482880111766,0.004198289503066666
2012-06-18,1.0223449824061182,0.003235071815267332
2012-06-19,1.0252583991907172,0.002849739407672469
2012-06-20,1.0228525786315599,-0.0023465504511411828
2012-06-21,1.0168612333656688,-0.005857486592942607
2012-06-22,1.020004463742334,0.003091110442141165
2012-06-25,1.0165320793087307,-0.0034042835664299664
2012-06-26,1.0169170465783373,0.00037870646430382404
2012-06-27,1.0231102966793182,0.006090221539524432
2012-06-28,1.0224459467041238,-0.0006493434552956034
2012-06-29,1.0298195208184415,0.007211700665533005
2012-07-02,1.0338339819307183,0.0038982181160113205
2012-07-03,1.032409452385854,-0.0013779093836747136
2012-07-05,1.0305457997983505,-0.0018051487064524308
2012-07-06,1.0289533749617812,-0.0015452247118767914
2012-07-09,1.0331075572755777,0.004037289166723412
2012-07-10,1.0308869053734442,-0.002149487617716772
2012-07-11,1.030003519164365,-0.0008569186440088861
2012-07-12,1.0324176523408797,0.002343810609960917
2012-07-13,1.0377418206030313,0.005156990729555666
2012-07-16,1.039835432019234,0.002017468482657825
2012-07-17,1.0451730487729038,0.005133136061063748
2012-07-18,1.0465104926010116,0.0012796386490045997
2012-07-19,1.0457435130607937,-0.0007328923557294864
2012-07-20,1.041059958098452,-0.004478684212568751
2012-07-23,1.0357921244451924,-0.005060067493981357
2012-07-24,1.0310300277306523,-0.004597540956483737
2012-07-25,1.0337939226726998,0.002680712363082982
2012-07-26,1.0371486075825465,0.0032450228583020824
2012-07-27,1.0602594886655206,0.022283095126399036
2012-07-30,1.0600269420157018,-0.0002193299397974677
2012-07-31,1.057659151800787,-0.002233707579556805
2012-08-01,1.0564284909655401,-0.0011635703554888814
2012-08-02,1.0554829993541286,-0.0008949887469877692
2012-08-03,1.0710755410204453,0.014772897029945579
2012-08-06,1.0742855015347608,0.00299695062708387
2012-08-07,1.0760544950007846,0.0016466697758619224
2012-08-08,1.0783624537794854,0.0021448344757845814
2012-08-09,1.0826276294320558,0.003955233824788434
2012-08-10,1.0875564185047208,0.004552617112913178
2012-08-13,1.100536349135978,0.011934949222315597
2012-08-14,1.1035962081172326,0.002780334319404208
2012-08-15,1.103619955368222,2.1518061420200407e-05
2012-08-16,1.112066186283664,0.007653206046481857
2012-08-17,1.1124513882277092,0.0003463840091500371
2012-08-20,1.1091200838659367,-0.0029945617372815056
2012-08-21,1.1063561155208657,-0.0024920370528655113
2012-08-22,1.106123418874056,-0.0002103270760157163
2012-08-23,1.093027347546517,-0.011839611298411766
2012-08-24,1.1041180582804606,0.01014678247423416
2012-08-27,1.0946407582876907,-0.008583592960638412
2012-08-28,1.090587868433107,-0.0037024839646237566
2012-08-29,1.097142082916255,0.006009799552020269
2012-08-30,1.0787281161418185,-0.01678357531003771
2012-08-31,1.0846178269432996,0.005459865848816844
2012-09-04,1.0667716302511236,-0.01645390316188202
2012-09-05,1.0646371940746104,-0.002000837026394074
2012-09-06,1.095388184589769,0.028884009206429775
2012-09-07,1.0811699436342224,-0.01298009340941673
2012-09-10,1.0784247040826922,-0.0025391378734618266
2012-09-11,1.077700174618864,-0.0006718405662309301
2012-09-12,1.0753237376431612,-0.0022051002975323475
2012-09-13,1.082332374667991,0.006517699535017241
2012-09-14,1.0750777858672609,-0.006702736581223778
2012-09-17,1.0793042166892233,0.003931279092101003
2012-09-18,1.0824268492654807,0.002893190379479882
2012-09-19,1.084231412055328,0.0016671452588891134
2012-09-20,1.0868342933435269,0.002400669505843389
2012-09-21,1.0900207360569594,0.002931856984039083
2012-09-24,1.0927276436063795,0.002483354178391406
2012-09-25,1.0943477911958726,0.0014826636801702486
2012-09-26,1.0937690831266862,-0.0005288154952585167
2012-09-27,1.0957519341335635,0.001812860719384246
2012-09-28,1.0934401455261658,-0.0021097736954722723
2012-10-01,1.0977253664216133,0.003919026489909494
2012-10-02,1.0998187639199801,0.0019070320887188963
2012-10-03,1.1049886593689127,0.004700679437861344
2012-10-04,1.1061792664215362,0.0010774835040420205
2012-10-05,1.1042105351438054,-0.0017797578905086597
2012-10-08,1.1056033173946778,0.0012613375860346943
2012-10-09,1.0977587223493686,-0.00709530707975331
2012-10-10,1.095031215829788,-0.002484613844600858
2012-10-11,1.0959451962762612,0.0008346615450415262
2012-10-12,1.0951815557831883,-0.0006967871164247907
2012-10-15,1.1032122498054542,0.00733275134141842
