Date,equity,ret
2012-05-21,1.0,0.0
2012-05-22,1.0017429658112433,0.0017429658112433355
2012-05-23,1.0022732790509306,0.0005293905300924884
2012-05-24,1.0042437653929197,0.001966017036646006
2012-05-25,1.0009851320408103,-0.0032448629151652364
2012-05-29,1.013109286979106,0.012112222799530503
2012-05-30,0.99840883802057,-0.014510230186883355
2012-05-31,0.9962114238421513,-0.0022009161925842236
2012-06-01,0.971129933930142,-0.02517687441815908
2012-06-04,0.9706754114761771,-0.00046803464509170833
2012-06-05,0.9780255618686555,0.0075722021033792775
2012-06-06,1.0,0.022468163397855623
2012-06-07,1.0006064003725677,0.0006064003725676503
2012-06-08,1.0085626547904556,0.007951432666156721
2012-06-11,0.99575630869387,-0.012697620753413963
2012-06-12,1.0071986429078235,0.011491098890412665
2012-06-13,1.0007579078572226,-0.0063947018752986695
2012-06-14,1.0113663211678627,0.010600379199954935
2012-06-15,1.0217098742058175,0.01022730619110468
2012-06-18,1.0236900659172394,0.0019381154684063873
2012-06-19,1.0335921357761924,0.00967291779868984
2012-06-20,1.0319165148566614,-0.0016211626051825245
2012-06-21,1.0087612814732725,-0.022439056890765308
2012-06-22,1.016530392660726,0.007701634995453954
2012-06-25,1.0002305580891184,-0.01603477346992399
2012-06-26,1.0052576431080806,0.005025926251009727
2012-06-27,1.0143214950299253,0.009016446663186573
2012-06-28,1.0114273686824626,-0.002853263350568458
2012-06-29,1.0366388068233643,0.024926592775261103
2012-07-02,1.0397610463958895,0.003011887604413399
2012-07-03,1.04661659338125,0.006593387018222874
2012-07-05,1.041894153240968,-0.004512101346516362
2012-07-06,1.0319921574688047,-0.009503840425019838
2012-07-09,1.0306975649079926,-0.001254459688906362
2012-07-10,1.021709874205818,-0.008720007699811405
2012-07-11,1.0218619743847894,0.00014886826760851513
2012-07-12,1.0169110505854975,-0.004845002479197613
2012-07-13,1.0339730159613327,0.016778227914832522
2012-07-16,1.0315354864979425,-0.0023574401128098055
2012-07-17,1.038618850361207,0.006866815495909506
2012-07-18,1.0463120966761488,0.0074071891842384385
2012-07-19,1.0490539005842714,0.0026204455791274395
2012-07-20,1.0394568460379467,-0.009148294993212125
2012-07-23,1.028945708682002,-0.010112144045238192
2012-07-24,1.0201104885927466,-0.008586672760968694
2012-07-25,1.0203390463385462,0.00022405195158325952
2012-07-26,1.0371714908403173,0.016496913023346327
2012-07-27,1.0562894387132966,0.018432774176515343
